"10DVC","1","1","PR8","","Design and Visual Communication Year 10","10","Year 10","Technology","AMS","22","/ 45","2026TT","10DVC||1|1|0|AMS|PR8|22|45|||4|1|0||"
"10JPN","3","1","SN2","","Japanese Year 10","10","Year 10","Languages","ITO","16","/ 16","2026TT","10JPN||3|1|0|ITO|SN2|16|16|||4|1|0||"
"10LIT","2","1","SN11","","Literacy Year 10","10","Year 10","Learning Support","SKN","12","/ 29","2026TT","10LIT||2|1|0|SKN|SN11|12|29|||4|1|0||"
"10SPO","3","1","GG4","","Sports Studies Year 10","10","Year 10","Health & PE","GRM","27","/ 27","2026TT","10SPO||3|1|0|GRM|GG4|27|27|||4|1|0||"
"10ESL","3","1","SN4","","English Language Year 10","10","Year 10","English Language","TOA","2","/ 2","2026TT","10ESL||3|1|0|TOA|SN4|2|2|||4|1|0||"
"10FRE","2","1","SN1","","French Year 10","10","Year 10","Languages","TLD","20","/ 20","2026TT","10FRE||2|1|0|TLD|SN1|20|20|||4|1|0||"
"10AEC","3","1","PR2","","Accounting & Economics Year 10","10","Year 10","Social Science","SHA","29","/ 81","2026TT","10AEC||3|1|0|SHA|PR2|29|81|||4|1|0||"
"10AEC","1","1","SN3","","Accounting & Economics Year 10","10","Year 10","Social Science","AUG","24","/ 81","2026TT","10AEC||1|1|0|AUG|SN3|24|81|||4|1|0||"
"1ENG","3","2","SN10","","Academic English Level 1","11","Year 11 Diploma","English","GDR","28","/ 80","2026TT","1ENG||3|2|0|GDR|SN10|28|80|||8|1|0||"
"3ENP","4","1","SN5","","Practical English Level 3","13","NCEA Level 3","English","MST","11","/ 11","2026TT","3ENP||4|1|0|MST|SN5|11|11|||8|1|0||"
"1ENP","3","1","SN7","","Practical English Level 1","11","Year 11 Diploma","English","KNY","18","/ 52","2026TT","1ENP||3|1|0|KNY|SN7|18|52|||8|1|0||"
"10ART","1","1","MN10","","Art Year 10","10","Year 10","Art","ABY","15","/ 61","2026TT","10ART||1|1|0|ABY|MN10|15|61|||4|1|0||"
"10LIT","3","1","SN7","","Literacy Year 10","10","Year 10","Learning Support","SKN","17","/ 29","2026TT","10LIT||3|1|0|SKN|SN7|17|29|||4|1|0||"
"10SOS","10AC","","TWM13","","Social Studies Year 10","10","Year 10","Social Science","EVC","29","/ 29","2026TT","10SOS|10AC||||EVC|TWM13|29|29|||4|2|0||"
"10ENG","10AC","","SN8","","English Year 10","10","Year 10","English","FNZ","29","/ 29","2026TT","10ENG|10AC||||FNZ|SN8|29|29|||4|2|0||"
"10REL","10AC","","TWM2","","Religious Education Year 10","10","Year 10","Religious Education","JHN","29","/ 29","2026TT","10REL|10AC||||JHN|TWM2|29|29|||4|2|0||"
"10SOS","10DQ","","TWM16","","Social Studies Year 10","10","Year 10","Social Science","BGT","27","/ 27","2026TT","10SOS|10DQ||||BGT|TWM16|27|27|||4|2|0||"
"10SCI","10DQ","","TWM5","","Science Year 10","10","Year 10","Science","HGS","27","/ 27","2026TT","10SCI|10DQ||||HGS|TWM5|27|27|||4|2|0||"
"10MAT","10DQ","","CG2","","Mathematics Year 10","10","Year 10","Mathematics","OZH","27","/ 27","2026TT","10MAT|10DQ||||OZH|CG2|27|27|||4|2|0||"
"10ENG","10DQ","","SN10","","English Year 10","10","Year 10","English","GDR","27","/ 27","2026TT","10ENG|10DQ||||GDR|SN10|27|27|||4|2|0||"
"10REL","10DQ","","TRP1","","Religious Education Year 10","10","Year 10","Religious Education","JCS","27","/ 27","2026TT","10REL|10DQ||||JCS|TRP1|27|27|||4|2|0||"
"10SOS","10KW","","TWM16","","Social Studies Year 10","10","Year 10","Social Science","RCH","22","/ 22","2026TT","10SOS|10KW||||RCH|TWM16|22|22|||4|2|0||"
"10SCI","10KW","","TWM8","","Science Year 10","10","Year 10","Science","TLG","22","/ 22","2026TT","10SCI|10KW||||TLG|TWM8|22|22|||4|2|0||"
"10MAT","10KW","","PR1","","Mathematics Year 10","10","Year 10","Mathematics","SON","22","/ 22","2026TT","10MAT|10KW||||SON|PR1|22|22|||4|2|0||"
"10ENG","10KW","","SN11","","English Year 10","10","Year 10","English","SNP","22","/ 22","2026TT","10ENG|10KW||||SNP|SN11|22|22|||4|2|0||"
"10REL","10KW","","TRP1","","Religious Education Year 10","10","Year 10","Religious Education","JCS","22","/ 22","2026TT","10REL|10KW||||JCS|TRP1|22|22|||4|2|0||"
"10SOS","10MV","","SN9","","Social Studies Year 10","10","Year 10","Social Science","MKI","21","/ 21","2026TT","10SOS|10MV||||MKI|SN9|21|21|||4|2|0||"
"10MAT","10MV","","CG2","","Mathematics Year 10","10","Year 10","Mathematics","OZH","21","/ 21","2026TT","10MAT|10MV||||OZH|CG2|21|21|||4|2|0||"
"10ENG","10MV","","SN1","","English Year 10","10","Year 10","English","TLD","21","/ 21","2026TT","10ENG|10MV||||TLD|SN1|21|21|||4|2|0||"
"10REL","10MV","","NC5","","Religious Education Year 10","10","Year 10","Religious Education","CHI","21","/ 21","2026TT","10REL|10MV||||CHI|NC5|21|21|||4|2|0||"
"10SOS","10SE","","TWM16","","Social Studies Year 10","10","Year 10","Social Science","RCH","23","/ 23","2026TT","10SOS|10SE||||RCH|TWM16|23|23|||4|2|0||"
"10SCI","10SE","","TWM12","","Science Year 10","10","Year 10","Science","CLS","23","/ 23","2026TT","10SCI|10SE||||CLS|TWM12|23|23|||4|2|0||"
"10ENG","10SE","","SN11","","English Year 10","10","Year 10","English","SNP","23","/ 23","2026TT","10ENG|10SE||||SNP|SN11|23|23|||4|2|0||"
"10REL","10SE","","NC5","","Religious Education Year 10","10","Year 10","Religious Education","CHI","23","/ 23","2026TT","10REL|10SE||||CHI|NC5|23|23|||4|2|0||"
"10SOS","10ZA","","SN9","","Social Studies Year 10","10","Year 10","Social Science","MKI","23","/ 23","2026TT","10SOS|10ZA||||MKI|SN9|23|23|||4|2|0||"
"10MAT","10ZA","","CG1","","Mathematics Year 10","10","Year 10","Mathematics","FGN","23","/ 23","2026TT","10MAT|10ZA||||FGN|CG1|23|23|||4|2|0||"
"10ENG","10ZA","","SN10","","English Year 10","10","Year 10","English","GDR","23","/ 23","2026TT","10ENG|10ZA||||GDR|SN10|23|23|||4|2|0||"
"10REL","10ZA","","TWM2","","Religious Education Year 10","10","Year 10","Religious Education","JHN","23","/ 23","2026TT","10REL|10ZA||||JHN|TWM2|23|23|||4|2|0||"
"9TEC","9TC","","PR4","","Technology Year 9","9","Year 9","Technology","BRN","28","/ 28","2026TT","9TEC|9TC||||BRN|PR4|28|28|||2|2|0||"
"9TEC","9TC","","PR6","","Technology Year 9","9","Year 9","Technology","AMS","28","/ 28","2026TT","9TEC|9TC||||AMS|PR6|28|28|||2|2|0||"
"9TEC","9TC","","PR5","","Technology Year 9","9","Year 9","Technology","GRY","28","/ 28","2026TT","9TEC|9TC||||GRY|PR5|28|28|||2|2|0||"
"9TEC","9TC","","NC2","","Technology Year 9","9","Year 9","Technology","SHA","28","/ 28","2026TT","9TEC|9TC||||SHA|NC2|28|28|||2|2|0||"
"9DRA","9TC","","RS5","","Drama Year 9","9","Year 9","Drama","","28","/ 28","2026TT","9DRA|9TC|||||RS5|28|28|||2|2|0||"
"9ART","9TC","","MN9","","Art Year 9","9","Year 9","Art","MTN","28","/ 28","2026TT","9ART|9TC||||MTN|MN9|28|28|||2|2|0||"
"9DNC","9TC","","RS4","","Dance Year 9","9","Year 9","Dance","RSN","28","/ 28","2026TT","9DNC|9TC||||RSN|RS4|28|28|||2|2|0||"
"9MUS","9TC","","MUSIC","","Music Year 9","9","Year 9","Music","NLN","28","/ 28","2026TT","9MUS|9TC||||NLN|MUSIC|28|28|||2|2|0||"
"9TEC","9PX","","PR6","","Technology Year 9","9","Year 9","Technology","AMS","24","/ 24","2026TT","9TEC|9PX||||AMS|PR6|24|24|||2|2|0||"
"9TEC","9PX","","PR5","","Technology Year 9","9","Year 9","Technology","GRY","24","/ 24","2026TT","9TEC|9PX||||GRY|PR5|24|24|||2|2|0||"
"9TEC","9PX","","NC2","","Technology Year 9","9","Year 9","Technology","SHA","24","/ 24","2026TT","9TEC|9PX||||SHA|NC2|24|24|||2|2|0||"
"9TEC","9PX","","PR4","","Technology Year 9","9","Year 9","Technology","BRN","24","/ 24","2026TT","9TEC|9PX||||BRN|PR4|24|24|||2|2|0||"
"9DRA","9PX","","RS5","","Drama Year 9","9","Year 9","Drama","LMB","24","/ 24","2026TT","9DRA|9PX||||LMB|RS5|24|24|||2|2|0||"
"9MUS","9PX","","MUSIC","","Music Year 9","9","Year 9","Music","LIU","24","/ 24","2026TT","9MUS|9PX||||LIU|MUSIC|24|24|||2|2|0||"
"9ART","9PX","","MN9","","Art Year 9","9","Year 9","Art","SLG","24","/ 24","2026TT","9ART|9PX||||SLG|MN9|24|24|||2|2|0||"
"9DNC","9PX","","RS4","","Dance Year 9","9","Year 9","Dance","RSN","24","/ 24","2026TT","9DNC|9PX||||RSN|RS4|24|24|||2|2|0||"
"9TEC","9JS","","PR5","","Technology Year 9","9","Year 9","Technology","GRY","26","/ 26","2026TT","9TEC|9JS||||GRY|PR5|26|26|||2|2|0||"
"9TEC","9JS","","NC2","","Technology Year 9","9","Year 9","Technology","SHA","26","/ 26","2026TT","9TEC|9JS||||SHA|NC2|26|26|||2|2|0||"
"9TEC","9JS","","PR6","","Technology Year 9","9","Year 9","Technology","AMS","26","/ 26","2026TT","9TEC|9JS||||AMS|PR6|26|26|||2|2|0||"
"9MUS","9JS","","MUSIC","","Music Year 9","9","Year 9","Music","LIU","26","/ 26","2026TT","9MUS|9JS||||LIU|MUSIC|26|26|||2|2|0||"
"9DRA","9JS","","RS5","","Drama Year 9","9","Year 9","Drama","LMB","26","/ 26","2026TT","9DRA|9JS||||LMB|RS5|26|26|||2|2|0||"
"9DNC","9JS","","RS4","","Dance Year 9","9","Year 9","Dance","RSN","26","/ 26","2026TT","9DNC|9JS||||RSN|RS4|26|26|||2|2|0||"
"9ART","9JS","","MN9","","Art Year 9","9","Year 9","Art","SLG","26","/ 26","2026TT","9ART|9JS||||SLG|MN9|26|26|||2|2|0||"
"9TEC","9EN","","NC2","","Technology Year 9","9","Year 9","Technology","SHA","24","/ 24","2026TT","9TEC|9EN||||SHA|NC2|24|24|||2|2|0||"
"9TEC","9EN","","PR4","","Technology Year 9","9","Year 9","Technology","BRN","24","/ 24","2026TT","9TEC|9EN||||BRN|PR4|24|24|||2|2|0||"
"9TEC","9EN","","PR6","","Technology Year 9","9","Year 9","Technology","AMS","24","/ 24","2026TT","9TEC|9EN||||AMS|PR6|24|24|||2|2|0||"
"9TEC","9EN","","PR5","","Technology Year 9","9","Year 9","Technology","GRY","24","/ 24","2026TT","9TEC|9EN||||GRY|PR5|24|24|||2|2|0||"
"9ART","9EN","","MN10","","Art Year 9","9","Year 9","Art","SLG","24","/ 24","2026TT","9ART|9EN||||SLG|MN10|24|24|||2|2|0||"
"9DNC","9EN","","RS4","","Dance Year 9","9","Year 9","Dance","RSN","24","/ 24","2026TT","9DNC|9EN||||RSN|RS4|24|24|||2|2|0||"
"9DRA","9EN","","RS5","","Drama Year 9","9","Year 9","Drama","LMB","24","/ 24","2026TT","9DRA|9EN||||LMB|RS5|24|24|||2|2|0||"
"9MUS","9EN","","MUSIC","","Music Year 9","9","Year 9","Music","LIU","24","/ 24","2026TT","9MUS|9EN||||LIU|MUSIC|24|24|||2|2|0||"
"9DNC","9AC","","RS4","","Dance Year 9","9","Year 9","Dance","RSN","24","/ 24","2026TT","9DNC|9AC||||RSN|RS4|24|24|||2|2|0||"
"9ART","9AC","","MN9","","Art Year 9","9","Year 9","Art","SLG","24","/ 24","2026TT","9ART|9AC||||SLG|MN9|24|24|||2|2|0||"
"9MUS","9AC","","MUSIC","","Music Year 9","9","Year 9","Music","LIU","24","/ 24","2026TT","9MUS|9AC||||LIU|MUSIC|24|24|||2|2|0||"
"9DRA","9AC","","RS5","","Drama Year 9","9","Year 9","Drama","LMB","24","/ 24","2026TT","9DRA|9AC||||LMB|RS5|24|24|||2|2|0||"
"1HLH","5","1","SN6","","Health Level 1","11","Year 11 Diploma","Health & PE","TTA","24","/ 43","2026TT","1HLH||5|1|0|TTA|SN6|24|43|||8|1|0||"
"1HLH","4","1","SN7","","Health Level 1","11","Year 11 Diploma","Health & PE","TTA","19","/ 43","2026TT","1HLH||4|1|0|TTA|SN7|19|43|||8|1|0||"
"1PED","2","1","GG1","","Physical Education Level 1","11","Year 11 Diploma","Health & PE","TTA","11","/ 38","2026TT","1PED||2|1|0|TTA|GG1|11|38|||8|1|0||"
"1ENG","2","1","SN5","","Academic English Level 1","11","Year 11 Diploma","English","MST","25","/ 80","2026TT","1ENG||2|1|0|MST|SN5|25|80|||8|1|0||"
"10SOS","10ZA","","SN9","","Social Studies Year 10","10","Year 10","Social Science","EVC","23","/ 23","2026TT","10SOS|10ZA||||EVC|SN9|23|23|||4|2|1||"
"9TEC","9AC","","PR4","","Technology Year 9","9","Year 9","Technology","SHA","24","/ 24","2026TT","9TEC|9AC||||SHA|PR4|24|24|||2|2|0||"
"9ENG","9AC","","SN7","","English Year 9","9","Year 9","English","KNY","24","/ 24","2026TT","9ENG|9AC||||KNY|SN7|24|24|||2|2|0||"
"9REL","9AC","","TWM2","","Religious Education Year 9","9","Year 9","Religious Education","SIL","24","/ 24","2026TT","9REL|9AC||||SIL|TWM2|24|24|||2|2|0||"
"9SOS","9AC","","SN9","","Social Studies Year 9","9","Year 9","Social Science","MKI","24","/ 24","2026TT","9SOS|9AC||||MKI|SN9|24|24|||2|2|0||"
"9MAT","9AC","","CG3","","Mathematics Year 9","9","Year 9","Mathematics","PNH","24","/ 24","2026TT","9MAT|9AC||||PNH|CG3|24|24|||2|2|0||"
"9SOS","9EN","","TWM17","","Social Studies Year 9","9","Year 9","Social Science","RCH","24","/ 24","2026TT","9SOS|9EN||||RCH|TWM17|24|24|||2|2|0||"
"9MAT","9EN","","PR2","","Mathematics Year 9","9","Year 9","Mathematics","MSL","24","/ 24","2026TT","9MAT|9EN||||MSL|PR2|24|24|||2|2|0||"
"9ENG","9EN","","SN5","","English Year 9","9","Year 9","English","MST","24","/ 24","2026TT","9ENG|9EN||||MST|SN5|24|24|||2|2|0||"
"9REL","9EN","","TWM2","","Religious Education Year 9","9","Year 9","Religious Education","SIL","24","/ 24","2026TT","9REL|9EN||||SIL|TWM2|24|24|||2|2|0||"
"9MAT","9JS","","CG2","","Mathematics Year 9","9","Year 9","Mathematics","GTD","26","/ 26","2026TT","9MAT|9JS||||GTD|CG2|26|26|||2|2|0||"
"9ENG","9JS","","SN5","","English Year 9","9","Year 9","English","MST","26","/ 26","2026TT","9ENG|9JS||||MST|SN5|26|26|||2|2|0||"
"9REL","9JS","","TWM3","","Religious Education Year 9","9","Year 9","Religious Education","JHN","26","/ 26","2026TT","9REL|9JS||||JHN|TWM3|26|26|||2|2|0||"
"9SOS","9PX","","TWM16","","Social Studies Year 9","9","Year 9","Social Science","RCH","24","/ 24","2026TT","9SOS|9PX||||RCH|TWM16|24|24|||2|2|0||"
"9SCI","9PX","","TWM10","","Science Year 9","9","Year 9","Science","BDI","24","/ 24","2026TT","9SCI|9PX||||BDI|TWM10|24|24|||2|2|0||"
"9ENG","9PX","","SN6","","English Year 9","9","Year 9","English","EVA","24","/ 24","2026TT","9ENG|9PX||||EVA|SN6|24|24|||2|2|0||"
"9REL","9PX","","TWM3","","Religious Education Year 9","9","Year 9","Religious Education","JHN","24","/ 24","2026TT","9REL|9PX||||JHN|TWM3|24|24|||2|2|0||"
"9PEH","9TC","","GYM","","Physical Education and Health Year 9","9","Year 9","Health & PE","TTA","28","/ 28","2026TT","9PEH|9TC||||TTA|GYM|28|28|||2|2|0||"
"9SCI","9TC","","TWM10","","Science Year 9","9","Year 9","Science","HGS","28","/ 28","2026TT","9SCI|9TC||||HGS|TWM10|28|28|||2|2|0||"
"9ENG","9TC","","SN7","","English Year 9","9","Year 9","English","KNY","28","/ 28","2026TT","9ENG|9TC||||KNY|SN7|28|28|||2|2|0||"
"9REL","9TC","","TWM3","","Religious Education Year 9","9","Year 9","Religious Education","JHN","28","/ 28","2026TT","9REL|9TC||||JHN|TWM3|28|28|||2|2|0||"
"9MAT","9PX","","CG2","","Mathematics Year 9","9","Year 9","Mathematics","OZH","24","/ 24","2026TT","9MAT|9PX||||OZH|CG2|24|24|||2|2|0||"
"9MAT","9TC","","CG1","","Mathematics Year 9","9","Year 9","Mathematics","FGN","28","/ 28","2026TT","9MAT|9TC||||FGN|CG1|28|28|||2|2|0||"
"9MAO","1","1","TRP1","","Maori Year 9","9","Year 9","Languages","JCS","12","/ 12","2026TT","9MAO||1|1|0|JCS|TRP1|12|12|||2|1|0||"
"9JPNA","1","1","SN2","","Japanese Year 9","9","Year 9","Languages","ITO","24","/ 24","2026TT","9JPNA||1|1|0|ITO|SN2|24|24|||2|1|0||"
"9FREA","1","1","SN1","","French Year 9","9","Year 9","Languages","TLD","12","/ 12","2026TT","9FREA||1|1|0|TLD|SN1|12|12|||2|1|0||"
"9SPO","1","1","GG4","","Sports Studies Year 9","9","Year 9","Health & PE","GRM","17","/ 17","2026TT","9SPO||1|1|0|GRM|GG4|17|17|||2|1|0||"
"9JPNB","1","1","SN2","","Japanese Year 9","9","Year 9","Languages","ITO","31","/ 31","2026TT","9JPNB||1|1|0|ITO|SN2|31|31|||2|1|0||"
"9FREB","1","1","SN1","","French Year 9","9","Year 9","Languages","TLD","15","/ 15","2026TT","9FREB||1|1|0|TLD|SN1|15|15|||2|1|0||"
"8ART","8QF","","MN10","","Art Year 8","8","Year 8","Art","ABY","30","/ 30","2026TT","8ART|8QF||||ABY|MN10|30|30|||1|2|0||"
"8DRA","8QF","","RS5","","Drama Year 8","8","Year 8","Drama","LMB","30","/ 30","2026TT","8DRA|8QF||||LMB|RS5|30|30|||1|2|0||"
"8DNC","8QF","","RS4","","Dance Year 8","8","Year 8","Dance","RSN","30","/ 30","2026TT","8DNC|8QF||||RSN|RS4|30|30|||1|2|0||"
"8MUS","8QF","","MUSIC","","Music Year 8","8","Year 8","Music","NLN","30","/ 30","2026TT","8MUS|8QF||||NLN|MUSIC|30|30|||1|2|0||"
"8MUS","8KJ","","MUSIC","","Music Year 8","8","Year 8","Music","NLN","28","/ 28","2026TT","8MUS|8KJ||||NLN|MUSIC|28|28|||1|2|0||"
"8DNC","8KJ","","RS4","","Dance Year 8","8","Year 8","Dance","RSN","28","/ 28","2026TT","8DNC|8KJ||||RSN|RS4|28|28|||1|2|0||"
"8DRA","8KJ","","RS5","","Drama Year 8","8","Year 8","Drama","LMB","28","/ 28","2026TT","8DRA|8KJ||||LMB|RS5|28|28|||1|2|0||"
"8ART","8KJ","","MN10","","Art Year 8","8","Year 8","Art","ABY","28","/ 28","2026TT","8ART|8KJ||||ABY|MN10|28|28|||1|2|0||"
"8DNC","8ND","","RS4","","Dance Year 8","8","Year 8","Dance","RSN","29","/ 29","2026TT","8DNC|8ND||||RSN|RS4|29|29|||1|2|0||"
"8MUS","8ND","","MUSIC","","Music Year 8","8","Year 8","Music","NLN","29","/ 29","2026TT","8MUS|8ND||||NLN|MUSIC|29|29|||1|2|0||"
"8ART","8ND","","MN10","","Art Year 8","8","Year 8","Art","ABY","29","/ 29","2026TT","8ART|8ND||||ABY|MN10|29|29|||1|2|0||"
"8DRA","8ND","","RS5","","Drama Year 8","8","Year 8","Drama","LMB","29","/ 29","2026TT","8DRA|8ND||||LMB|RS5|29|29|||1|2|0||"
"8DRA","8SZ","","RS5","","Drama Year 8","8","Year 8","Drama","LMB","29","/ 29","2026TT","8DRA|8SZ||||LMB|RS5|29|29|||1|2|0||"
"8ART","8SZ","","MN10","","Art Year 8","8","Year 8","Art","ABY","29","/ 29","2026TT","8ART|8SZ||||ABY|MN10|29|29|||1|2|0||"
"8MUS","8SZ","","MUSIC","","Music Year 8","8","Year 8","Music","NLN","29","/ 29","2026TT","8MUS|8SZ||||NLN|MUSIC|29|29|||1|2|0||"
"8DNC","8SZ","","RS4","","Dance Year 8","8","Year 8","Dance","RSN","29","/ 29","2026TT","8DNC|8SZ||||RSN|RS4|29|29|||1|2|0||"
"8PEH","8KJ","","GYM","","Physical Education and Health Year 8","8","Year 8","Health & PE","TNY","28","/ 28","2026TT","8PEH|8KJ||||TNY|GYM|28|28|||1|2|0||"
"8SOS","8KJ","","TWM19","","Social Studies Year 8","8","Year 8","Social Science","BGT","28","/ 28","2026TT","8SOS|8KJ||||BGT|TWM19|28|28|||1|2|0||"
"8SCI","8KJ","","TWM12","","Science Year 8","8","Year 8","Science","HGS","28","/ 28","2026TT","8SCI|8KJ||||HGS|TWM12|28|28|||1|2|0||"
"8MAT","8KJ","","PR9","","Mathematics Year 8","8","Year 8","Mathematics","OCR","28","/ 28","2026TT","8MAT|8KJ||||OCR|PR9|28|28|||1|2|0||"
"8ENG","8KJ","","SN6","","English Year 8","8","Year 8","English","EVA","28","/ 28","2026TT","8ENG|8KJ||||EVA|SN6|28|28|||1|2|0||"
"8PEH","8ND","","GYM","","Physical Education and Health Year 8","8","Year 8","Health & PE","TNY","29","/ 29","2026TT","8PEH|8ND||||TNY|GYM|29|29|||1|2|0||"
"8SOS","8ND","","TWM18","","Social Studies Year 8","8","Year 8","Social Science","SCH","29","/ 29","2026TT","8SOS|8ND||||SCH|TWM18|29|29|||1|2|0||"
"8SCI","8ND","","TWM10","","Science Year 8","8","Year 8","Science","CRR","29","/ 29","2026TT","8SCI|8ND||||CRR|TWM10|29|29|||1|2|0||"
"8MAT","8ND","","PR2","","Mathematics Year 8","8","Year 8","Mathematics","OCR","29","/ 29","2026TT","8MAT|8ND||||OCR|PR2|29|29|||1|2|0||"
"8ENG","8ND","","SN6","","English Year 8","8","Year 8","English","EVA","29","/ 29","2026TT","8ENG|8ND||||EVA|SN6|29|29|||1|2|0||"
"8REL","8ND","","TWM3","","Religious Education Year 8","8","Year 8","Religious Education","JHN","29","/ 29","2026TT","8REL|8ND||||JHN|TWM3|29|29|||1|2|0||"
"8SOS","8QF","","TWM18","","Social Studies Year 8","8","Year 8","Social Science","SCH","30","/ 30","2026TT","8SOS|8QF||||SCH|TWM18|30|30|||1|2|0||"
"8SCI","8QF","","TWM8","","Science Year 8","8","Year 8","Science","TLG","30","/ 30","2026TT","8SCI|8QF||||TLG|TWM8|30|30|||1|2|0||"
"8MAT","8QF","","SN3","","Mathematics Year 8","8","Year 8","Mathematics","AUG","30","/ 30","2026TT","8MAT|8QF||||AUG|SN3|30|30|||1|2|0||"
"8ENG","8QF","","SN10","","English Year 8","8","Year 8","English","GDR","30","/ 30","2026TT","8ENG|8QF||||GDR|SN10|30|30|||1|2|0||"
"8PEH","8SZ","","GYM","","Physical Education and Health Year 8","8","Year 8","Health & PE","PHS","29","/ 29","2026TT","8PEH|8SZ||||PHS|GYM|29|29|||1|2|0||"
"8SCI","8SZ","","TWM4","","Science Year 8","8","Year 8","Science","CRR","29","/ 29","2026TT","8SCI|8SZ||||CRR|TWM4|29|29|||1|2|0||"
"8MAT","8SZ","","SN3","","Mathematics Year 8","8","Year 8","Mathematics","AUG","29","/ 29","2026TT","8MAT|8SZ||||AUG|SN3|29|29|||1|2|0||"
"8ENG","8SZ","","SN9","","English Year 8","8","Year 8","English","MKI","29","/ 29","2026TT","8ENG|8SZ||||MKI|SN9|29|29|||1|2|0||"
"8REL","8SZ","","TRP1","","Religious Education Year 8","8","Year 8","Religious Education","JCS","29","/ 29","2026TT","8REL|8SZ||||JCS|TRP1|29|29|||1|2|0||"
"1MAT","1","1","CG3","","Mathematics Level 1","11","Year 11 Diploma","Mathematics","PNH","27","/ 47","2026TT","1MAT||1|1|0|PNH|CG3|27|47|||8|1|0||"
"3MAT","4","1","PR1","","Mathematics Level 3","13","NCEA Level 3","Mathematics","RFD","13","/ 14","2026TT","3MAT||4|1|0|RFD|PR1|13|14|||8|1|1||"
"2REL","3","1","NC5","","Religious Education Level 2","12","NCEA Level 2","Religious Education","STC","16","/ 91","2026TT","2REL||3|1|0|STC|NC5|16|91|||8|1|2||"
"2STU","3","1","NC5","2REL","STUDY","12","Year 12","Study","STC","16","/ 91","2026TT","2STU||3|1|0|STC|NC5|16|91||2REL|8|4|2||"
"8TEC","8SZ","","PR5","","Technology Year 8","8","Year 8","Technology","GRY","29","/ 29","2026TT","8TEC|8SZ||||GRY|PR5|29|29|||1|2|0||"
"8TEC","8QF","","PR5","","Technology Year 8","8","Year 8","Technology","SHA","30","/ 30","2026TT","8TEC|8QF||||SHA|PR5|30|30|||1|2|0||"
"8TEC","8KJ","","NC2","","Technology Year 8","8","Year 8","Technology","SHA","28","/ 28","2026TT","8TEC|8KJ||||SHA|NC2|28|28|||1|2|0||"
"8TEC","8ND","","PR5","","Technology Year 8","8","Year 8","Technology","SHA","29","/ 29","2026TT","8TEC|8ND||||SHA|PR5|29|29|||1|2|0||"
"7MUS","7XD","","MUSIC","","Music Year 7","7","Year 7","Music","LIU","24","/ 24","2026TT","7MUS|7XD||||LIU|MUSIC|24|24|||1|2|0||"
"7DRA","7XD","","RS5","","Drama Year 7","7","Year 7","Drama","LMB","24","/ 24","2026TT","7DRA|7XD||||LMB|RS5|24|24|||1|2|0||"
"7DNC","7XD","","RS4","","Dance Year 7","7","Year 7","Dance","RSN","24","/ 24","2026TT","7DNC|7XD||||RSN|RS4|24|24|||1|2|0||"
"7ART","7XD","","MN10","","Art Year 7","7","Year 7","Art","ABY","24","/ 24","2026TT","7ART|7XD||||ABY|MN10|24|24|||1|2|0||"
"7DRA","7VZ","","RS5","","Drama Year 7","7","Year 7","Drama","LMB","23","/ 23","2026TT","7DRA|7VZ||||LMB|RS5|23|23|||1|2|0||"
"7MUS","7VZ","","MUSIC","","Music Year 7","7","Year 7","Music","LIU","23","/ 23","2026TT","7MUS|7VZ||||LIU|MUSIC|23|23|||1|2|0||"
"7ART","7VZ","","MN10","","Art Year 7","7","Year 7","Art","ABY","23","/ 23","2026TT","7ART|7VZ||||ABY|MN10|23|23|||1|2|0||"
"7DNC","7VZ","","RS4","","Dance Year 7","7","Year 7","Dance","RSN","23","/ 23","2026TT","7DNC|7VZ||||RSN|RS4|23|23|||1|2|0||"
"7DNC","7LP","","RS4","","Dance Year 7","7","Year 7","Dance","RSN","22","/ 22","2026TT","7DNC|7LP||||RSN|RS4|22|22|||1|2|0||"
"7ART","7LP","","MN10","","Art Year 7","7","Year 7","Art","ABY","22","/ 22","2026TT","7ART|7LP||||ABY|MN10|22|22|||1|2|0||"
"7MUS","7LP","","MUSIC","","Music Year 7","7","Year 7","Music","LIU","22","/ 22","2026TT","7MUS|7LP||||LIU|MUSIC|22|22|||1|2|0||"
"7DRA","7LP","","RS5","","Drama Year 7","7","Year 7","Drama","LMB","22","/ 22","2026TT","7DRA|7LP||||LMB|RS5|22|22|||1|2|0||"
"7ART","7GK","","MN10","","Art Year 7","7","Year 7","Art","ABY","24","/ 24","2026TT","7ART|7GK||||ABY|MN10|24|24|||1|2|0||"
"7DNC","7GK","","RS4","","Dance Year 7","7","Year 7","Dance","RSN","24","/ 24","2026TT","7DNC|7GK||||RSN|RS4|24|24|||1|2|0||"
"7DRA","7GK","","RS5","","Drama Year 7","7","Year 7","Drama","LMB","24","/ 24","2026TT","7DRA|7GK||||LMB|RS5|24|24|||1|2|0||"
"7MUS","7GK","","MUSIC","","Music Year 7","7","Year 7","Music","LIU","24","/ 24","2026TT","7MUS|7GK||||LIU|MUSIC|24|24|||1|2|0||"
"8REL","8KJ","","TRP1","","Religious Education Year 8","8","Year 8","Religious Education","JCS","28","/ 28","2026TT","8REL|8KJ||||JCS|TRP1|28|28|||1|2|0||"
